Investor Name,Location,Total Investments,Lead Investments,company_name_hyphens,URL,Total investments,Average round size,Portfolio companies,Rounds per year,Lead investments,Areas of investment,Follow on index,Exits,Stages of investment,Type,Status
Xingyi Trading,"Shanghai, Shanghai, China",1,0,xingyi-trading,https://unicorn-nest.com/funds/xingyi-trading,1,0,1,,,Health CareWaterCustomer ServiceWater Purification,,,,,
"Xingyu Co.,Ltd","Zhejiang, Changzhou, China",7,1,xingyu-coltd,https://unicorn-nest.com/funds/xingyu-coltd,,0,,,,,,,,,
Xingyu Touzi,"Jiangsu, Jintan, China",1,0,xingyu-touzi,https://unicorn-nest.com/funds/xingyu-touzi,1,0,1,0.09,,ConsumerFood and BeverageFruit,,,,,
Xingyuan Capital,"Beijing, Beijing, China",2,0,xingyuan-capital,https://unicorn-nest.com/funds/xingyuan-capital,2,0,2,0.13,,ManufacturingCloud ComputingTelecommunications,,1,,,
Xingyuan Capital China Fund,,2,0,xingyuan-capital-china-fund,https://unicorn-nest.com/funds/xingyuan-capital-china-fund,2,0,2,,,E-CommerceSaaS,,,,,
Xingyuan Fund,,1,0,xingyuan-fund,https://unicorn-nest.com/funds/xingyuan-fund,1,0,1,,,Information Technology,,,,,
Xingyuan Sports Industry Fund,"Shanghai, Shanghai, China",1,0,xingyuan-sports-industry-fund,https://unicorn-nest.com/funds/xingyuan-sports-industry-fund,1,0,1,0.25,,ContentSportsMedia and Entertainment,,,,,
Xingyuan Venture Capital,"Shandong, Qingdao, China",3,1,xingyuan-venture-capital,https://unicorn-nest.com/funds/xingyuan-venture-capital,3,0,3,0.30,1,AutomotiveTransportationSoftwareBig DataRoboticsManufacturingCloud Data ServicesSemiconductorElectronics,,,,,
Xingyun Chuangtou,"Beijing, Beijing, China",1,0,xingyun-chuangtou,https://unicorn-nest.com/funds/xingyun-chuangtou,1,0,1,0.14,,Digital EntertainmentFilmFilm Production,,,,,
Xingzao Finance,"Hangzhou, Zhejiang, China",1,0,xingzao-finance,https://unicorn-nest.com/funds/xingzao-finance,1,0,1,,,Real EstateSmart HomeWireless,,,,,
Xingzao Ziben,"Hangzhou, Zhejiang, China",2,1,xingzao-ziben,https://unicorn-nest.com/funds/xingzao-ziben,2,0,2,0.29,1,E-CommerceFinancial ServicesSocial MediaCryptocurrencyBlockchain,,1,,,
Xingze Capital,,2,1,xingze-capital,https://unicorn-nest.com/funds/xingze-capital,2,0,2,,1,BiotechnologyGeneticsMedicalPharmaceuticalProduct Research,,,,,
Xingzheng Touzi,"Shanghai, China",1,0,xingzheng-touzi,https://unicorn-nest.com/funds/xingzheng-touzi,1,0,1,0.17,,AutomotiveSalesEnergyElectric Vehicle,,,,,
Xingzheng Venture Capital,"Jiangxi, Fuzhou, China",2,0,xingzheng-venture-capital,https://unicorn-nest.com/funds/xingzheng-venture-capital,2,0,2,0.20,,E-CommerceInternetInformation TechnologyConsumerSaaSChildrenToys,,1,,,
Xingzhong Touzi,"Chongqing, Zhongxian, China",2,0,xingzhong-touzi,https://unicorn-nest.com/funds/xingzhong-touzi,2,0,2,0.29,,GamingeSportsManufacturingSemiconductorElectronicsMedia and Entertainment,,,,,
Xingzi Island E-commerce,,1,0,xingzi-island-e-commerce,https://unicorn-nest.com/funds/xingzi-island-e-commerce,1,0,1,,,InternetAgriculture,,,,,
Xinhao Investment,"Shenzhen, Guangdong, China",1,1,xinhao-investment,https://unicorn-nest.com/funds/xinhao-investment,1,0,1,0.03,1,BiotechnologyPharmaceuticalBiopharma,,,,,
Xinhe Caifu (Beijing) Fund Management,"Beijing, Beijing, China",1,0,xinhe-caifu-beijing-fund-management,https://unicorn-nest.com/funds/xinhe-caifu-beijing-fund-management,1,0,1,0.17,,InternetE-LearningEducation,,,,,
Xinhe Capital,"Beijing, Beijing, China",2,1,xinhe-capital,https://unicorn-nest.com/funds/xinhe-capital,2,0,2,0.29,1,BeautyInformation TechnologyE-LearningTrainingEducationProfessional ServicesIndustrialWeb BrowsersEnterprise Resource Planning (ERP),,,Private Equity,,
Xinhe Taidao Investment Management,"Beijing, Beijing, China",2,0,xinhe-taidao-investment-management,https://unicorn-nest.com/funds/xinhe-taidao-investment-management,2,0,2,0.20,,Information TechnologyGamingArtificial IntelligenceCommunitiesOnline Games,,,,,
Xinheda Investment,"Fujian, Xiamen, China",1,0,xinheda-investment,https://unicorn-nest.com/funds/xinheda-investment,1,0,1,,,SoftwareEnterprise,,,,,
Xinhengtong Touzi,"Guangxi, Jiangsu, China",2,0,xinhengtong-touzi,https://unicorn-nest.com/funds/xinhengtong-touzi,2,0,1,0.08,,WirelessCommunication Hardware,0.50,1,,,
Xinhesheng Technology Microfinance,"Jiangsu, Suzhou, China",1,0,xinhesheng-technology-microfinance,https://unicorn-nest.com/funds/xinhesheng-technology-microfinance,1,0,1,0.12,,E-CommerceCosmeticsSalesManufacturing,,1,,,
Xinhong Industrial Investment,"Guangdong Province, Jieyang City, China",1,0,xinhong-industrial-investment,https://unicorn-nest.com/funds/xinhong-industrial-investment,1,0,1,0.06,,InternetFinancial ServicesFinance,,,,,
Xinhongyou Guquan Touzi,"Xinjiang, Wulumuqi, China",1,0,xinhongyou-guquan-touzi,https://unicorn-nest.com/funds/xinhongyou-guquan-touzi,1,0,1,0.10,,Automotive,,,,,
Xinhu Holding,,2,0,xinhu-holding,https://unicorn-nest.com/funds/xinhu-holding,2,0,2,0.07,,Financial ServicesFinTechRisk Management,,,,,
Xinhu Konggu,"Hangzhou, Zhejiang, China",1,0,xinhu-konggu,https://unicorn-nest.com/funds/xinhu-konggu,1,0,1,0.05,,AutomotiveFinancial ServicesSalesRental,,,,,
Xinhu Zhongbao Co Ltd,"Hangzhou, Zhejiang, China",8,2,xinhu-zhongbao-co-ltd,https://unicorn-nest.com/funds/xinhu-zhongbao-co-ltd,8,0,7,0.26,2,InternetSoftwareFinancial ServicesFinTechInformation TechnologyPaymentsFinanceMachine LearningCloud ComputingCredit Cards,0.12,2,,,
Xinhua Bookstore,"Hunan, Liuyang, China",1,0,xinhua-bookstore,https://unicorn-nest.com/funds/xinhua-bookstore,1,0,1,0.03,,Information TechnologyInformation ServicesEducation,,,,,
Xinhua Daily Media Group,"Nanjing, Jiangsu, China",2,0,xinhua-daily-media-group,https://unicorn-nest.com/funds/xinhua-daily-media-group,2,0,2,0.11,,Information TechnologyManufacturingEvent ManagementEventsSportsConsultingIndustrial,,,,,
Xinhua Huijin,"Beijing, Beijing, China",1,0,xinhua-huijin,https://unicorn-nest.com/funds/xinhua-huijin,1,0,1,0.12,,Asset ManagementFinanceSecurity,,,,,
Xinhua Investment Group,"Anhui, Hefei, China",1,0,xinhua-investment-group,https://unicorn-nest.com/funds/xinhua-investment-group,1,0,1,0.17,,Health CareMedical,,,,,
Xinhua News Agency,"Beijing, Beijing, China",1,0,xinhua-news-agency,https://unicorn-nest.com/funds/xinhua-news-agency,1,0,1,0.04,,Information ServicesComputerLighting,,,,,
Xinhua Sunshine Fund,"Anhui, Hefei, China",1,0,xinhua-sunshine-fund,https://unicorn-nest.com/funds/xinhua-sunshine-fund,1,0,1,0.12,,SoftwareInformation TechnologyWeb Design,,1,,,
Xinhua Tianxing Guquan Touzi,"Nanjing, Jiangsu, China",1,0,xinhua-tianxing-guquan-touzi,https://unicorn-nest.com/funds/xinhua-tianxing-guquan-touzi,1,0,1,0.09,,AutomotiveTransportationInternet of Things,,,,,
Xinhua Winshare,"Sichuan, Chengdu, China",1,0,xinhua-winshare,https://unicorn-nest.com/funds/xinhua-winshare,,0,,,,,,,,,
Xinhuadou,"Shanghai, China",2,0,xinhuadou,https://unicorn-nest.com/funds/xinhuadou,2,0,2,0.15,,InternetFinancial ServicesPaymentsInformation ServicesBusiness DevelopmentDocument Preparation,,,,,
Xinhuanet,"Beijing, Beijing, China",3,0,xinhuanet,https://unicorn-nest.com/funds/xinhuanet,3,0,3,0.14,,InternetCloud ComputingDigital MarketingMarketingVirtual RealityAdvertisingTravelMedia and EntertainmentDigital MediaLeisure,,3,,,
Xinhui Touzi,"Shanghai, Baoshan, China",1,0,xinhui-touzi,https://unicorn-nest.com/funds/xinhui-touzi,1,0,1,0.05,,ElectronicsSensor,,,,,
Xining Venture Capital Guiding Fund Management,"Qinghai, Xining, China",2,0,xining-venture-capital-guiding-fund-management,https://unicorn-nest.com/funds/xining-venture-capital-guiding-fund-management,2,0,2,0.22,,E-CommerceMarketingAdvertisingService IndustryB2CArt,,,,,
Xinji Tongtai,,1,0,xinji-tongtai,https://unicorn-nest.com/funds/xinji-tongtai,1,0,1,,,SoftwareInformation TechnologyInformation Services,,1,Private Equity,,
Xinjiang Baolisheng Equity Investment,"Shanxi, Xinjiang, China",1,0,xinjiang-baolisheng-equity-investment,https://unicorn-nest.com/funds/xinjiang-baolisheng-equity-investment,1,0,1,0.33,,Financial ServicesFinanceConsulting,,,,,
Xinjiang Buttonwood Equity Investment,"Xinjiang, ÃrÃ¼mqi, China",2,0,xinjiang-buttonwood-equity-investment,https://unicorn-nest.com/funds/xinjiang-buttonwood-equity-investment,2,0,2,0.20,,PublishingInternetCosmeticsSalesManufacturingMedia and Entertainment,,,,,
Xinjiang Changan Innovation Venture Capital,"Xinjiang, Shanxi, China",1,0,xinjiang-changan-innovation-venture-capital,https://unicorn-nest.com/funds/xinjiang-changan-innovation-venture-capital,1,0,1,0.25,,BiotechnologyHealth DiagnosticsMedical,,,,,
Xinjiang Communications Construction Group,"Xinjiang, Wulumuqi, China",1,0,xinjiang-communications-construction-group,https://unicorn-nest.com/funds/xinjiang-communications-construction-group,1,0,1,0.05,,CommercialAerospaceSatellite Communication,,,,,
Xinjiang Daguoxin Guquan Touzi,"Xinjiang, ÃrÃ¼mqi, China",1,1,xinjiang-daguoxin-guquan-touzi,https://unicorn-nest.com/funds/xinjiang-daguoxin-guquan-touzi,1,0,1,0.11,1,Information TechnologyNavigationSatellite Communication,,,,,
Xinjiang Dongfan,"Xinjiang, ÃrÃ¼mqi, China",2,0,xinjiang-dongfan,https://unicorn-nest.com/funds/xinjiang-dongfan,2,0,2,0.20,,AutomotiveE-CommerceDigital MarketingAdvertisingService IndustryWarehousing,,,,,
Xinjiang Guanghui Chelianwang Touzi Guanli Youxian Gongsi,"Xinjiang, ÃrÃ¼mqi, China",1,0,xinjiang-guanghui-chelianwang-touzi-guanli-youxian-gongsi,https://unicorn-nest.com/funds/xinjiang-guanghui-chelianwang-touzi-guanli-youxian-gongsi,1,0,1,0.17,,AutomotiveInternetInformation Services,,,,,
Xinjiang Guanxi Junying Equity Investment Management,"Shanxi, Xinjiang, China",2,0,xinjiang-guanxi-junying-equity-investment-management,https://unicorn-nest.com/funds/xinjiang-guanxi-junying-equity-investment-management,2,0,2,0.29,,Information TechnologyInformation ServicesNetwork SecuritySecuritySmart Cities,,2,,,
Xinjiang Guoli Minsheng Equity Investment,,1,0,xinjiang-guoli-minsheng-equity-investment,https://unicorn-nest.com/funds/xinjiang-guoli-minsheng-equity-investment,1,0,1,,,ManufacturingElectronicsSolarClean Energy,,,,,
Xinjiang Henghai Guoyou Zichan Jingying,,1,0,xinjiang-henghai-guoyou-zichan-jingying,https://unicorn-nest.com/funds/xinjiang-henghai-guoyou-zichan-jingying,1,0,1,0.06,,FinanceInsuranceAuto Insurance,,,,,
Xinjiang Hualian Touzi,"Xinjiang, ÃrÃ¼mqi, China",1,0,xinjiang-hualian-touzi,https://unicorn-nest.com/funds/xinjiang-hualian-touzi,1,0,1,0.06,,FinanceInsuranceAuto Insurance,,,,,
Xinjiang Investment Development Group,"Xinjiang, Shanxi, China",1,0,xinjiang-investment-development-group,https://unicorn-nest.com/funds/xinjiang-investment-development-group,1,0,1,,,Information TechnologyCloud ComputingInternet of Things,,,,,
Xinjiang Jiaxin Fund Management,"Shanxi, Xinjiang, China",2,0,xinjiang-jiaxin-fund-management,https://unicorn-nest.com/funds/xinjiang-jiaxin-fund-management,2,0,2,0.50,,BiotechnologyFood and BeverageFood ProcessingHealth CareLife Science,,,,,
Xinjiang Jinmian Mianye,,1,0,xinjiang-jinmian-mianye,https://unicorn-nest.com/funds/xinjiang-jinmian-mianye,1,0,1,0.05,,FinanceInsuranceAuto Insurance,,,,,
Xinjiang Kangpu Jianshe Touzi,"Xinjiang, Shanxi, China",1,0,xinjiang-kangpu-jianshe-touzi,https://unicorn-nest.com/funds/xinjiang-kangpu-jianshe-touzi,1,0,1,0.04,,RetailHuman ResourcesRecruitingHealth CareConstructionHospitalityCateringMechanical EngineeringCivil Engineering,,,,,
Xinjiang Tianyu Huasheng Guquan Touzi Guanli Youxian Gongsi,,1,0,xinjiang-tianyu-huasheng-guquan-touzi-guanli-youxian-gongsi,https://unicorn-nest.com/funds/xinjiang-tianyu-huasheng-guquan-touzi-guanli-youxian-gongsi,1,0,1,0.10,,ManufacturingFashionJewelry,,1,,,
Xinjiang Xinxi Guquan Touzi,"Xinjiang, ÃrÃ¼mqi, China",2,0,xinjiang-xinxi-guquan-touzi,https://unicorn-nest.com/funds/xinjiang-xinxi-guquan-touzi,2,0,2,0.20,,SalesHealth CareManufacturingMarketingPharmaceuticalDigital EntertainmentMedia and EntertainmentDigital Media,,1,,,
Xinjiang Yuesheng Guquan Touzi Youxian Gongsi,"Xinjiang, ÃrÃ¼mqi, China",1,0,xinjiang-yuesheng-guquan-touzi-youxian-gongsi,https://unicorn-nest.com/funds/xinjiang-yuesheng-guquan-touzi-youxian-gongsi,1,0,1,0.07,,AutomotiveManufacturingMining,,1,,,
Xinjiang Zhongyi Wenhua,"Xinjiang, Changji, China",1,0,xinjiang-zhongyi-wenhua,https://unicorn-nest.com/funds/xinjiang-zhongyi-wenhua,1,0,1,,,MusicDigital EntertainmentMedia and Entertainment,,,,,
Xinjiang government,,1,1,xinjiang-government,https://unicorn-nest.com/funds/xinjiang-government,1,0,1,,1,BiotechnologyAgricultureFarming,,1,,,
Xinjiao Automobile,,1,0,xinjiao-automobile,https://unicorn-nest.com/funds/xinjiao-automobile,1,0,1,,,LogisticsTransportationService Industry,,,,,
Xinjing Fuying Fund,,1,0,xinjing-fuying-fund,https://unicorn-nest.com/funds/xinjing-fuying-fund,1,0,1,,,GovernmentInformation TechnologyComputer Vision,,,,,
Xinjing Holding,,1,0,xinjing-holding,https://unicorn-nest.com/funds/xinjing-holding,1,0,1,,,E-CommerceSupply Chain ManagementConsumer Goods,,,,,
Xinke Capital,,7,2,xinke-capital,https://unicorn-nest.com/funds/xinke-capital,7,0,7,1.75,2,BiotechnologyManufacturingMedicalPharmaceuticalSemiconductorApplication Specific Integrated Circuit (ASIC)ConsultingService IndustryAdvanced MaterialsIndustrial Manufacturing,,,Early Stage VentureLate Stage Venture,,
Xinkeyuan,"Shenzhen, Guangdong, China",1,0,xinkeyuan,https://unicorn-nest.com/funds/xinkeyuan,1,0,1,0.05,,InternetMedia and EntertainmentTV,,,,,
Xinktech,"Nanjing, Jiangsu, China",1,0,xinktech,https://unicorn-nest.com/funds/xinktech,1,0,1,0.17,,FinTechInformation TechnologyFinanceArtificial Intelligence,,,,,
Xinlan Investment,"Beijing, Changping, China",1,0,xinlan-investment,https://unicorn-nest.com/funds/xinlan-investment,1,0,1,0.11,,PaymentsElectronicsDigital Signage,,,,,
Xinli Touzi,,1,0,xinli-touzi,https://unicorn-nest.com/funds/xinli-touzi,1,0,1,0.14,,AutomotiveInsuranceCustomer Service,,,,,
Xinlian Equity Investment,,1,1,xinlian-equity-investment,https://unicorn-nest.com/funds/xinlian-equity-investment,1,0,1,,1,SoftwareSemiconductor,,,,,
Xinlian Partnership,,1,0,xinlian-partnership,https://unicorn-nest.com/funds/xinlian-partnership,1,0,1,,,ManufacturingSemiconductor,,,,,
Xinlianke Chuangye Touzi,"Jiangsu, Suzhou, China",1,0,xinlianke-chuangye-touzi,https://unicorn-nest.com/funds/xinlianke-chuangye-touzi,1,0,1,,,InternetCustomer ServiceLaundry and Dry-cleaning,,,,,
Xinlongmai Capital,"Beijing, Beijing, China",8,1,xinlongmai-capital,https://unicorn-nest.com/funds/xinlongmai-capital,8,0,7,,1,AutomotiveE-CommerceSoftwareInformation TechnologyE-LearningInformation ServicesTrainingEducationAugmented RealityWearables,0.12,3,Private Equity,,
Xinmei Asset,"Shanghai, China",2,1,xinmei-asset,https://unicorn-nest.com/funds/xinmei-asset,2,0,2,0.40,1,AutomotiveE-CommerceInformation TechnologyArtificial IntelligenceMachine LearningMobile AppsRobotics,,,,,
Xinmei Touzi,,1,0,xinmei-touzi,https://unicorn-nest.com/funds/xinmei-touzi,1,0,1,0.20,,AnimationDigital EntertainmentComics,,,,,
Xinmei Youge Technology Consulting,"Beijing, Beijing, China",1,0,xinmei-youge-technology-consulting,https://unicorn-nest.com/funds/xinmei-youge-technology-consulting,1,0,1,0.10,,InternetGamingMedia and Entertainment,,,,,
Xinmin Weekly,"Beijing, Beijing, China",1,0,xinmin-weekly,https://unicorn-nest.com/funds/xinmin-weekly,1,0,1,,,CommunitiesEventsTheatre,,,,,
Xinniu Capital,,1,0,xinniu-capital,https://unicorn-nest.com/funds/xinniu-capital,1,0,1,,,SemiconductorService IndustryIndustrialTest and Measurement,,,,,
Xinomavro Ventures,"France, United States, Idaho",1,0,xinomavro-ventures,https://unicorn-nest.com/funds/xinomavro-ventures,1,0,1,,,,,,Early Stage Venture,,
Xinpai Capital,,2,0,xinpai-capital,https://unicorn-nest.com/funds/xinpai-capital,2,0,2,,,InternetAppsManufacturingVideoBlockchainIndustrial ManufacturingIndustrial Engineering,,,,,
Xinpai Media,"China, Fujian, China",1,0,xinpai-media,https://unicorn-nest.com/funds/xinpai-media,1,0,1,0.12,,CryptocurrencyBlockchainVirtual Currency,,,,,
Xinping Chengdao Caiwu Zixun,"Tianjin, Tianjin, China",1,0,xinping-chengdao-caiwu-zixun,https://unicorn-nest.com/funds/xinping-chengdao-caiwu-zixun,1,0,1,0.20,,AccountingTrainingEducation,,,,,
Xinpo Touzi,"Jiangsu, Jintan, China",1,0,xinpo-touzi,https://unicorn-nest.com/funds/xinpo-touzi,1,0,1,0.10,,EducationIndustrial,,1,,,
Xinqi Investment,"Shanghai, China",1,0,xinqi-investment,https://unicorn-nest.com/funds/xinqi-investment,1,0,1,0.17,,FinanceBusiness DevelopmentCrowdfunding,,,,,
Xinqiu Tongxin,"Hongkou District, China",1,0,xinqiu-tongxin,https://unicorn-nest.com/funds/xinqiu-tongxin,1,0,1,0.04,,Information TechnologyEnterpriseConsulting,,,,,
Xinquanwei,,1,0,xinquanwei,https://unicorn-nest.com/funds/xinquanwei,1,0,1,,,HardwareSemiconductorLaser,,,,,
Xinronbang Asset Management,"Fujian, Xiamen, China",1,0,xinronbang-asset-management,https://unicorn-nest.com/funds/xinronbang-asset-management,1,0,1,,,ElectronicsWireless,,,,,
Xinrong Tazhan,"Beijing, Haidian, China",1,0,xinrong-tazhan,https://unicorn-nest.com/funds/xinrong-tazhan,1,0,1,0.06,,AutomotiveManufacturingService Industry,,,,,
Xinrong Voyage Fund,,1,1,xinrong-voyage-fund,https://unicorn-nest.com/funds/xinrong-voyage-fund,1,0,1,,1,EdTechHigher EducationEducation,,,,,
Xinrui Capital,,5,2,xinrui-capital,https://unicorn-nest.com/funds/xinrui-capital,5,0,4,,2,Consumer GoodsProductivity ToolsManufacturingBusiness IntelligenceSemiconductorApplication Specific Integrated Circuit (ASIC)Service IndustryOutsourcingManagement Information Systems,0.20,,,,
Xinrui Jitai,,1,1,xinrui-jitai,https://unicorn-nest.com/funds/xinrui-jitai,1,0,1,,1,ManufacturingInternet of ThingsAdvanced Materials,,,,,
Xinrui Jiwei,,1,0,xinrui-jiwei,https://unicorn-nest.com/funds/xinrui-jiwei,1,0,1,,,ManufacturingSemiconductor,,,,,
Xinrui Jiyuan,,1,0,xinrui-jiyuan,https://unicorn-nest.com/funds/xinrui-jiyuan,1,0,1,,,EnterpriseHardware,,,,,
Xinrui Medical,"Jiangsu, Suzhou, China",1,1,xinrui-medical,https://unicorn-nest.com/funds/xinrui-medical,1,0,1,0.50,1,Medical DeviceMedicalTherapeutics,,,,,
Xinrui Zheshang Touzi,"Hangzhou, Zhejiang, China",7,0,xinrui-zheshang-touzi,https://unicorn-nest.com/funds/xinrui-zheshang-touzi,7,0,7,0.70,,TransportationBig DataRoboticsManufacturingSecurityPharmaceuticalChemicalIndustrial AutomationParkingMachinery Manufacturing,,,,,
Xinshang,"Beijing, Beijing, China",1,0,xinshang,https://unicorn-nest.com/funds/xinshang,1,0,1,0.12,,Health Care,,,,,
Xinshang Capital,,20,5,xinshang-capital,https://unicorn-nest.com/funds/xinshang-capital,20,0,19,,5,AutomotiveBiotechnologyEnergy StorageArtificial IntelligenceManufacturingPharmaceuticalHardwareSemiconductorElectronicsBiopharma,0.05,,,,
Xinshengfu Capital,,1,0,xinshengfu-capital,https://unicorn-nest.com/funds/xinshengfu-capital,1,0,1,,,Financial ServicesFinTech,,,,,
Xinshixiang,"Beijing, Beijing, China",2,0,xinshixiang,https://unicorn-nest.com/funds/xinshixiang,2,0,2,0.29,,Food and BeverageFood ProcessingAppsContentVideo StreamingContent CreatorsB2C,,,,,
Xinshunying Technology Investment,"Hubei, Wuhan, China",1,0,xinshunying-technology-investment,https://unicorn-nest.com/funds/xinshunying-technology-investment,1,0,1,0.33,,Information Technology,,,,,
Xinshuo Touzi,"Shanghai, China",1,0,xinshuo-touzi,https://unicorn-nest.com/funds/xinshuo-touzi,1,0,1,0.25,,ManufacturingHardwareSensor,,,,,
Xinsichouzhilu Touzi,"Shanghai, China",1,0,xinsichouzhilu-touzi,https://unicorn-nest.com/funds/xinsichouzhilu-touzi,1,0,1,0.17,,AutomotiveFinancial Services,,,,,
Xinsong Investment Management,"Liaoning, Shenyang, China",1,0,xinsong-investment-management,https://unicorn-nest.com/funds/xinsong-investment-management,1,0,1,0.20,,Artificial IntelligenceRoboticsIndustrial,,,,,
Xintai Instruments,,1,1,xintai-instruments,https://unicorn-nest.com/funds/xintai-instruments,1,0,1,,1,Artificial IntelligenceManufacturingSensor,,,,,
Xintai Touzi,"Heilongjiang, Harbin, China",1,0,xintai-touzi,https://unicorn-nest.com/funds/xintai-touzi,1,0,1,0.14,,Network SecurityIndustrialIndustrial Automation,,,,,
